RCN;Code;Title;ShortTitle;Language
18876;JTI-CS-2012-3-GRC-01-011;Low cost design approach through simulation and manufacture of new mould concepts for very high tolerance composite components;;en
18877;JTI-CS-2012-3-SAGE-03-017;Electric Pump for Safety Critical Aero engine applications;;en
18878;JTI-CS-2012-3-SAGE-03-018;Variable fluid metering unit for Aero engine applications;;en
18879;JTI-CS-2012-3-SAGE-03-019;Development of materials, processes, and means to enable the application of piezoelectric materials in aero engine controls;;en
18880;JTI-CS-2012-3-SAGE-03-020;Net shape Hot Isostatic Pressing of IN718;;en
18881;JTI-CS-2012-2-SAGE-04-019;Development of physically based simulation chain for microstructure evolution and resulting mechanical properties;;en
18882;JTI-CS-SAGE-06;Area-06 - Lean Burn;;en
18883;JTI-CS-2012-3-SAGE-06-001;Advanced materials for lean burn combustion system components using Laser- Additive Layer Manufacturing (L-ALM);;en
18884;JTI-CS-2012-3-SAGE-06-002;Economic manufacture of lean burn combustion liner tiles using Laser- Additive Layer Manufacturing;;en
18885;JTI-CS-2012-3-SGO-02-054;Design and manufacturing of Flight test version of Electro-mechanical Wing Ice Protection assembly (Modified A320 slat 5);;en
18886;JTI-CS-2012-2-SAGE-03-014;"Weight saving through used of CFRC components in high temperature application (=&gt;360oC) for efficient aero-engine design";;en
18887;SP1-JTI-ENIAC-2012-8;Equipment, materials and manufacturing;;en
18888;JTI-CS-2012-3-ECO-01-063;Extrapolation to industrial condition of a cured composite and thermoplastic recycling process;;en
18889;JTI-CS-2012-3-ECO-01-064;Extrapolation to industrial condition of the liquid infusion manufacturing process;;en
18890;JTI-CS-2012-2-ECO-02-014;Characterization of batteries in expanded range of operation;;en
18891;SP1-JTI-ENIAC-2012-1;"Automotive &amp; Transport";;en
18892;SP1-JTI-ENIAC-2012-2;Communication and digital lifestyles;;en
18893;SP1-JTI-ENIAC-2012-3;Energy Efficiency;;en
18894;SP1-JTI-ENIAC-2012-4;Health and the aging society;;en
18895;SP1-JTI-ENIAC-2012-5;Safety and security;;en
18896;JTI-CS-2012-3-SGO-02-045;"Regenerative Snubber &amp; innovative control algorithm";;en
18897;SP1-JTI-ENIAC-2012-7;Semiconductor process and integration;;en
18898;JTI-CS-2012-3-ECO-01-060;Investigation and Modification of existing standard universal milling machine in order to achieve LBW capabilities;;en
18899;SP1-JTI-ENIAC-2012-2-1;"Automotive &amp; Transport";;en
18900;SP1-JTI-ENIAC-2012-2-2;Communication and digital lifestyles;;en
18901;SP1-JTI-ENIAC-2012-2-3;Energy Efficiency;;en
18902;SP1-JTI-ENIAC-2012-2-4;Health and the aging society;;en
18903;SP1-JTI-ENIAC-2012-2-5;Safety and security;;en
18904;SP1-JTI-ENIAC-2012-2-6;Design technologies;;en
18905;SP1-JTI-ENIAC-2012-2-7;Semiconductor process and integration;;en
18906;SP1-JTI-ENIAC-2012-2-8;Equipment, materials and manufacturing;;en
18907;SP1-JTI-ENIAC-2012-6;Design technologies;;en
18908;JTI-CS-2012-2-SGO-03-019;"OTC-Operational (Technical) Constraints Model &amp; OBM - Operation Business Model  AUI - Aircraft Usage Impact Model";;en
18909;JTI-CS-2012-3-SGO-02-055;Tool for wiring optimization regarding lightning threat;;en
18910;JTI-CS-2012-3-SGO-02-056;Integrated design tool to support EWIS optimisation;;en
18911;JTI-CS-2012-3-SGO-02-058;Optimized power cable for skin effects;;en
18912;JTI-CS-2012-3-SGO-02-059;Certified Code Generation of Model-Based Modelica Controllers;;en
18913;JTI-CS-2012-3-SGO-02-060;Electrical Machine Magnetic Properties Characterisation Setup for Aerospace  Application;;en
18914;JTI-CS-2012-3-SGO-02-061;Technology development and fabrication of integrated solid-state power switches;;en
18915;JTI-CS-2012-3-SGO-02-062;Concepts and solutions for health monitoring of electro mechanical actuators;;en
18916;JTI-CS-2012-3-SGO-02-063;Investigation of electric components used in aerospace environment in terms of partial discharge issues;;en
18917;JTI-CS-2012-3-ECO-01-062;Technology Development for CFRP Recovery/ Recycling;;en
18918;JTI-CS-2012-2-SGO-03-018;Operational expertise for function definition and validation - support to experimentations;;en
18919;JTI-CS-2012-3-ECO-01-061;Sustainability assessment for EcoDesign-Guideline;;en
18920;JTI-CS-2012-3-SGO-03-020;Adaptation of optimisation algorithm to avionics constraints;;en
18921;JTI-CS-2012-2-SGO-04-005;Virtual integration of electrical equipment and rig correlation;;en
18922;JTI-CS-2012-2-ECO-01-054;Chromium free surface pre-treatments and sealing of Tartaric Sulphuric Anodizing;;en
18923;JTI-CS-2012-2-ECO-01-055;Laser welding of newly developed Al-Mg-Li alloy;;en
18924;JTI-CS-2012-2-ECO-01-056;Development and demonstration of Direct Manufacturing technology for High Strength Aluminium Alloys;;en
18925;JTI-CS-2012-2-ECO-01-057;Advanced Composite Integrated Skin Panel structural testing;;en
18926;JTI-CS-2012-3-ECO-01-058;Validation of TSAA coating technology. Development of procedures and standards manual. Technical and economical study;;en
18927;JTI-CS-2012-3-ECO-01-059;Design and Modification of existing spraying facilities for automated sol gel application;;en
18928;JTI-CS-2012-3-GRC-06-005;Recycling of Metallic Materials from Rotorcraft Transmissions;;en
18929;JTI-CS-2012-3-SGO-02-057;High Voltage connectors and moving links;;en
18930;IMI-Call-2012-INNO-01-B;Workpackage 5;;en
18931;JTI-CS-2012-2-SAGE-02-020;Electro-hydraulic servo development, test and supply for Open Rotor;;en
18932;JTI-CS-2012-2-GRA-05-007;"Development &amp; optimization of advanced propulsion system installation through innovative complete A/C powered WT model";;en
18933;JTI-CS-2012-2-SFWA-02-030;Low speed aeroacoustic test of a large CROR rig in an open jet test section;;en
18934;JTI-CS-2012-2-SFWA-02-031;Aeroacoustic and aerodynamic wind tunnel tests at low speed for a turbofan model equipped with TPS;;en
18935;JTI-CS-2012-2-SFWA-02-032;Low speed aeroacoustic test of large CROR aircraft model in an open jet test section;;en
18936;IMI-Call-2012-INNO-01-A;Workpackage 1-4;;en
18937;SP1-JTI-IMI-Learning;"Learning from success and failure &amp; Getting Drugs into Bad Bugs";;en
18938;SP1-JTI-IMI-2012-vacci;Developing a framework for rapid assessment of vaccination benefit/risk in Europe;;en
18939;SP1-JTI-IMI-2012-drug;Incorporating real-life clinical data into drug development;;en
18940;SP1-JTI-ARTEMIS-2012-AIPP1;Critical Systems Engineering Factories;;en
18941;SP1-JTI-ARTEMIS-2012-AIPP2;Innovative Integrated Care Cycles;;en
18942;JTI-CS-2012-2-SFWA-01-051;New aircraft de-icing concept based on functional coatings coupled with electro-thermal system;;en
18943;JTI-CS-2012-2-SFWA-02-029;Design and manufacturing of baseline low-speed, low-sweep wind tunnel model;;en
18944;SP1-JTI-IMI-INNO;Innovative Trial Design & Clinical Drug Development;;en
18945;SP1-JTI-ARTEMIS-2012-AIPP3;Seamless communication and interoperability – Smart environment: the Neural System for Society;;en
18946;JTI-CS-2012-2-SAGE-02-019;Air cooled Oil Cooler development, test and supply for Open Rotor;;en
18947;JTI-CS-2012-2-SFWA-01-052;Innovative aircraft ice protection system – sensing and modelling;;en
18948;JTI-CS-2012-2-SFWA-01-050;Development and construction of master moulds for riblet application;;en
18949;JTI-CS-2012-2-SFWA-01-049;Demonstration of the feasibility of an in-flight anti-contamination device for business jets;;en
18950;SP1-JTI-ARTEMIS-2012-AIPP6;Intelligent-Built environment and urban infrastructure for sustainable and friendly cities;;en
18951;SP1-JTI-ARTEMIS-2012-AIPP5;Computing platforms for embedded systems;;en
18952;SP1-JTI-ARTEMIS-2012-AIPP4;Production and Energy System Automation;;en
18953;JTI-CS-2012-3-SFWA-01-053;Adaptation of a generic wind tunnel model for attachment line transition measurements (MAALTSU);;en
18954;KBBE.2013.2.3-02;Network for the transfer of knowledge on traditional foods to SMEs;;en
18955;KBBE.2013.3.3-01;Support for demonstrating the potential of biotechnological applications;;en
18956;KBBE.2013.2.3-01;Development and industrial application of sensors for food processing operations;;en
18957;KBBE.2013.2.4-01;Assuring quality and authenticity in the food chain;;en
18958;KBBE.2013.2.5-01;Assessment of the impact of global drivers of change on Europe's food security;;en
18959;KBBE.2013.2.5-02;Saving water and energy for resource-efficient food processing;;en
18960;KBBE.2013.2.6-01;Exploitation of results of Framework Programme projects in food, health and well-being by small and medium-sized enterprises;;en
18961;KBBE.2013.3.1-01;Plant High Value Products - from discovery to final product;;en
18962;KBBE.2013.3.1-02;EU-Latin America Partnering Initiative on sustainable biodiversity in agriculture;;en
18963;KBBE.2013.3.2-02;The CO2 algae biorefinery;;en
18964;KBBE.2013.2.2-03;Food-based solutions for eradication of vitamin D deficiency and health promotion throughout the life cycle;;en
18965;KBBE.2013.1.4-02;Integrated Pest Management (IPM) - ERANET;;en
18966;KBBE.2013.3.2-01;Marine biotechnology ERA-NET;;en
18967;KBBE.2013.2.2-02;Factors influencing the human gut microbiome and its effect on the development of diet-related diseases and brain development;;en
18968;KBBE.2013.2.2-01;New technologies to study brain function in relation to eating behaviour;;en
18969;KBBE.2013.2.1-01;Impact of food and nutritional behaviour, lifestyle and the socio-economic environment on depression and proposed remedial actions;;en
18970;KBBE.2013.1.4-12;Support to agricultural policy - Establishing and testing farm-level indicators;;en
18971;KBBE.2013.1.4-11;Measurement of research impact in European agriculture;;en
18972;KBBE.2013.1.4-10;Agriculture and trade development in EU's Eastern Neighbours;;en
18973;KBBE.2013.1.4-09;Improving the capacity of agro-meteorological crop modelling to integrate climatic variability and extreme weather events;;en
18974;KBBE.2013.1.4-07;Boosting the translation of FP projects' results into innovative applications in the field of agriculture, forestry, fisheries and aquaculture;;en
18975;KBBE.2013.1.4-05;Climate smart agriculture: adaptation of agricultural systems in Europe - ERANET+;;en
18976;KBBE.2013.3.3-02;Bioeconomy and bioregions;;en
18977;KBBE.2013.1.4-03;Mediterranean agriculture - ERANET;;en
18978;KBBE.2013.1.4-08;Boosting the outreach of research with focus on agricultural and forestry knowledge and innovation systems;;en
18979;KBBE.2013.1.4-01;Sustainable Forest Management and Multifunctional Forestry – ERANET;;en
18980;KBBE.2013.1.4-04;Information and Communication Technologies (ICT) and robotics for sustainable agriculture - ERANET;;en
18981;KBBE.2013.1.2-05;Biological control agents in agriculture and forestry for effective pest and pathogen control;;en
18982;KBBE.2013.1.4-06;Innovative solutions in organic food and agriculture for next generation of food systems seeking synergies between rural development, natural resource management and food security and quality – ERANET+;;en
18983;KBBE.2013.3.3-03;Opening markets for bio-based products: Standardisation, labelling and procurement;;en
18984;KBBE.2013.1.1-01;Development and exploitation of genomic data and tools, phenotyping approaches and breeding concepts to sustainable animal production systems;;en
18985;KBBE.2013.1.2-01;Agro-forestry systems for Europe;;en
18986;KBBE.2013.1.2-02;Legume breeding and management for sustainable agriculture as well as protein supply for food and feed;;en
18987;KBBE.2013.1.2-04;Control of pests and pathogens affecting fruit crops;;en
18988;KBBE.2013.1.2-06;Improved coordination and collaboration for EU Plant Health reference collections;;en
18989;KBBE.2013.1.2-07;Novel practices and policies for sustainable wood mobilisation in European forests;;en
18990;KBBE.2013.1.2-08;Innovative insights and tools to integrate the ecosystem-based approach into fisheries advice;;en
18991;KBBE.2013.1.2-09;Diversification of fish species and products in European  aquaculture;;en
18992;KBBE.2013.1.2-10;Boosting the domestication of established farmed finfish species through selective breeding;;en
18993;KBBE.2013.1.2-11;Assessment of organic aquaculture for further development of European regulatory framework;;en
18994;KBBE.2013.1.3-01;Emerging viral vector borne diseases;;en
18995;KBBE.2013.1.3-02;Sustainable apiculture and conservation of honey bee genetic diversity;;en
18996;KBBE.2013.3.4-01;Preventing and valorising bio-waste in biorefineries;;en
18997;KBBE.2013.1.2-03;Integrated approach towards small grain cereal production and diversification in Europe;;en
18998;KBBE.2013.1.3-03;Sustainable animal production: an integrated and multi-factorial approach;;en
18999;KBBE.2013.3.5-02;GMO ERA-NET preparatory action;;en
19000;KBBE.2013.3.6-01;Novel bioinspired materials and processes;;en
19001;KBBE.2013.3.6-02;Synthetic Biology towards applications;;en
19002;KBBE.2013.3.5-01;New, fast, and reliable molecular detection methodologies;;en
19003;KBBE.2013.3.3-04;Optimal and cost-effective industrial biocatalysts;;en
19004;KBBE.2012.1.3-05;Review of homeopathic and phytotherapic treatments in terrestrial livestock farming;;en
19005;KBBE.2013.1.3-05;Ecology of drug resistant bacteria and transfer of antimicrobial resistance throughout the food chain;;en
19006;KBBE.2013.1.3-04;Coordination of research between EU and China on major infectious diseases of animals and zoonoses;;en
19007;NMP.2013.4.1-1;Development of new materials for the substitution of critical metals;;en
19008;NMP.2013.2.3-1;Advanced materials – our allies for a sustainable future;;en
19009;NMP.2013.4.0-6;Safe Life Extension management of aged infrastructures networks and industrial plants;;en
19010;NMP.2013.2.3-2;Rational design of functional materials: networking and sharing of best practices;;en
19011;NMP.2013.4.0-5;Deployment of societally beneficial nano- and/or materials technologies in ICP countries;;en
19012;NMP.2013.4.0-4;Support for cluster activities of projects in the main application fields of NMP Theme;;en
19013;NMP.2013.4.1-3;European Intelligence Network on the Supply of Raw Materials;;en
19014;NMP.2013.3.0-2;Integrated processing and Control Systems for Sustainable Production in Farms and Forests;;en
19015;NMP.2013.4.0-2;Innovative materials for efficient, stable and cheap organic photovoltaic cells;;en
19016;NMP.2013.4.1-2;Breakthrough Solutions for Mineral Extraction and Processing in Extreme Environments;;en
19017;NMP.2013.2.2-4;Materials solutions for durable energy-harvesters;;en
19018;NMP.2013.4.0-1;Graphene production technologies;;en
19019;NMP.2013.4.0-3;From research to innovation: substantial steps forward in the industrial use of European intellectual assets, stimulating the use of newly developed materials and materials technologies by the industry;;en
19020;NMP.2013.3.0-1;Tools for Monitoring and Assessing Resource-efficiency in the Value Chain of Process Industries;;en
19021;FoF.NMP.2013-8;Innovative strategies for renovation and repair in manufacturing systems;;en
